X,Y
0.2499355845642648,42.23596810578319
90.06393608867336,260.0388158705934
11.390340142161515,51.98329295760649
85.25690164600084,212.09638963055912
49.11949462581099,140.14331433018427
56.67980643827899,164.66937353464024
27.837497569031576,80.44951409218082
84.09178880734173,235.54396248551367
18.0858936146049,74.71096506125618
28.60879294549763,90.03669548429903
86.65905457322481,221.1159567383199
30.561344010653947,107.82946148220225
74.19102778982976,188.47022099800515
40.363481555826496,118.81743042288647
97.85320675676633,255.75473941360121
44.880712110687746,124.67727689251244
98.80984644463531,276.90229766671905
13.279185680921056,51.2586982676817
59.773837769117854,175.30257835712732
64.22367705704914,178.32570621671707
13.538119200425236,45.071860380559755
47.9289286236254,137.35590671206927
15.481192998455962,59.33942944089596
38.323195380152455,108.86843110330389
69.84920751327266,191.67779013912522
8.072829395303248,36.223238387675046
63.05654502543951,176.29785181730156
85.81344245936009,231.002946047913
51.0761884684109,128.94934477051936
68.62654407783903,168.49635422182752
37.62409875739874,122.58815507765016
95.09833115302334,261.60105001212247
86.07157489141723,244.17153722224378
28.073169282433884,112.47297436597634
35.20072606271014,111.31904020638572
92.26666444762377,237.45170797009632
76.14492788304959,201.23755924893464
93.18955574194196,242.23513726060722
11.548831429599227,52.41966236305822
79.68589806635885,219.28608629308798
21.890145297408136,57.029208697953656
53.64771456684947,159.14115299778734
88.64772357722637,239.39176229960674
55.95452513271068,150.9556802581954
68.82194234717306,198.92842775284922
11.345290671949105,40.730622480752075
89.45532488609487,233.28692233326532
28.80199198064286,81.16731538895097
24.507854852264433,58.53507931357471
73.60147518480021,199.04003161638752
27.0814014917105,90.93236288575484
33.24653408919578,73.64902888323797
62.20012772401176,163.93669164569135
41.369564109762166,126.26968047582116
69.4932816272011,191.56617882615723
0.6918597702870621,17.19963625168072
2.239854641290695,39.31089029231842
85.89614309520235,241.51151294178615
97.8331733950962,249.6281107292415
30.60764845222628,97.18848975857902
89.94425657585676,247.14649638887315
53.68150630659275,160.83183113225198
11.026465308158862,45.80578379393041
62.872094549177945,175.8284652920559
41.74836830560981,110.99526854511319
1.5595996599114592,25.59196145737355
77.12676417944358,196.31386102152948
81.05099576199144,222.15424388278518
43.92773961050532,134.1828416743857
1.4085694377347746,16.15641092295921
74.86364163459791,186.65444822723884
87.94230741066312,239.43852576447227
42.81806964047532,128.94925707921408
95.32344786774833,261.41993004790857
50.37090383839501,132.23075580998443
68.63955736405723,181.20023731779372
93.71954323972112,234.5349460860025
18.866748158039748,51.9207475056957
77.44716943569361,194.64254747470517
92.22843169973815,250.79659164204134
85.33413409994807,233.2324705009526
80.37731288910976,204.12209523232679
55.95879434339336,143.4973841562796
22.194852850347345,71.68418225764374
27.74863631433142,86.8523986163192
98.61724740906524,271.42550010513924
16.869616382384855,59.84220741568595
62.76486888019197,187.3843924210789
69.4345191440286,178.11448208220816
17.402983383575577,68.08671708768208
34.11429147795529,86.25316000451852
37.57801486648069,117.15033378077713
27.1033429303041,90.5626688697688
67.51937064653806,181.41266484201378
50.78491411535436,155.43014159968962
50.89597567142228,131.2117186658111
38.997229168412105,124.98841226354666
80.31007470786467,208.89864160049805
25.01660738890834,65.1171769071568
78.54622183880787,209.114968762246
55.26017512901794,140.10562817862476
10.819520262947924,36.49826910056
19.09975600365782,61.517589599284534
76.95772186180464,195.7092121177375
55.70266541427029,144.89666283072194
5.9623676095397204,52.85138296734371
40.74355711339624,112.98413113651489
91.8713296498727,239.11547044236846
35.09932479448001,90.17810344660452
77.86667100008307,217.01513854761419
59.51929771025315,152.69448348065043
16.52535797173328,63.866861276201455
82.69538294015354,227.9516098154869
16.967928320972547,59.07280677641356
65.05102551194243,179.6259740430539
3.1174453175700667,26.96628532753072
61.02251761085298,161.54657204563853
9.123241657399673,39.460192856967076
16.964555179734187,65.06054586897942
65.67124098202203,179.57904407241773
83.94032911863751,232.7828971235391
22.161199840182853,69.12451424353335
65.4779279986268,169.399658692763
92.04505658430475,246.60377685859004
5.496118930794703,20.162949551294922
20.698358501665627,63.700153918557675
65.15131849609762,166.4694710105161
37.83477847692082,99.61932138933062
74.99364302700448,192.1538745226311
95.14084828069294,249.8979002300326
74.89699651860707,198.65464387240738
94.57321756600349,252.41867143830922
97.606360605198,264.64947253322623
56.77042825242376,149.2232355908714
87.12567922948917,231.63892979107297
7.218191673620112,35.55803679923114
7.40833191444964,21.540196819511173
75.58694419494617,201.8720426691116
23.2099946096593,83.06161831863011
52.87675183538949,130.91747946027428
94.63481106386719,269.44950445505253
99.0392175803705,267.54497735112886
38.93455806163849,103.1578486199387
95.6471725382012,255.2123771923203
95.46367939947788,241.8882951148223
2.834521108004262,37.53384524103135
24.11548878875741,70.2194255408958
35.819073558844785,101.08047734073403
57.25370938139336,151.14818741407964
6.433583359439121,17.117726030578247
77.27171931576402,223.9588155918332
57.78556746647867,159.67282069254793
11.585635423463515,43.50599015284117
0.21475836327210507,17.844438501778246
98.1386309042375,257.5426767772815
4.680826221535073,34.1273582580011
76.93218206938415,188.88164826303796
33.357754322062675,105.53811376050122
7.599257101066503,32.216947815838154
31.68775432852935,93.16072547472245
53.46113882465625,160.5940448356491
99.30776732774818,254.59129008415613
20.780728656086033,82.30439079783115
75.02635795882887,194.09328155133608
98.63636432674694,266.76095670644304
89.79468985352297,246.25509855409408
80.5385098557635,221.6440655388498
31.845777008041797,76.4062897405988
97.3141898509749,273.2430026951231
78.57630973479087,221.7120652721535
61.436083494834904,161.15810570136605
84.69872855204711,220.22209145038693
42.60418163990456,124.15409835931601
82.7212353366201,219.49206819237125
76.29495299312309,220.9841255999043
43.85999816358345,139.5296096792361
32.76624126836931,112.57867999940626
15.59458093758187,65.28149074952084
25.370312767350768,53.93573520724477
21.073896083970034,91.75093150658476
18.553294245074902,75.75461588010302
39.13405584147808,109.45252427013715
61.266777318914436,173.83853105984312
42.09047296040034,113.86055448396392
10.939528400481391,31.49242814422957
61.35299942830527,161.72012263371334
12.63896273678753,49.85563368357898
53.43803500466922,137.6391562921173
21.682128151471392,61.453014785833574
73.64054950085863,196.68031086523527
16.314105910498533,48.89285288603018
13.574113828321298,60.21149067724127
14.672417702374862,49.92764617005288
43.64805294960124,123.18171806529017
43.71645433324745,144.70811533484573
43.371861839579395,124.22841170729994
38.68850372086071,96.14369136036109
67.1134190776141,183.71047274945028
5.88855474769926,26.46119812799705
60.480763941041005,174.42659363164785
